1.32822537	-50.1238518	-62.9379387
1.53047383	-50.1399727	-63.8716354
1.73197639	-50.1307449	-63.3373642
1.93348277	-50.1235428	-62.9200172
3.34832597	-50.1618538	-65.1389313
3.54997206	-50.1581306	-64.9234619
3.75074172	-50.1430969	-64.0526352
12.6289062	-50.1330757	-63.4722023
12.8282642	-50.123558	-62.920887
13.034893	-50.1423111	-64.0070114
13.2369604	-50.1432037	-64.0588684
13.439764	-50.1468239	-64.2682419
13.6405058	-50.1427498	-64.0325546
13.8373194	-50.1245728	-62.9796829
14.0381947	-50.1214142	-62.7967186
14.2459249	-50.1424751	-64.0164261
14.4459085	-50.1360588	-63.6450882
14.6490173	-50.1405182	-63.9034576
14.8521929	-50.1450882	-64.1679993
15.0505943	-50.1336288	-63.5042305
15.2522764	-50.1332512	-63.4824409
15.4595203	-50.1509361	-64.5064545
15.6611824	-50.15028	-64.4688034
15.8655281	-50.1581306	-64.9232559
16.059597	-50.1337051	-63.5086975
16.2588062	-50.1257286	-63.0465546
16.4657669	-50.141552	-63.9631615
16.668726	-50.1449585	-64.1603317
16.8690929	-50.1405792	-63.9067192
17.0695934	-50.1366882	-63.6814232
17.2625637	-50.1110344	-62.1955948
17.4691715	-50.1250992	-63.0104103
17.6733742	-50.1320267	-63.4114761
17.8698292	-50.1170654	-62.5451736
18.4820023	-50.1360168	-63.642746
18.6851139	-50.1395187	-63.8456001
18.8849487	-50.1342545	-63.540554
19.0861015	-50.1325569	-63.4421921
19.2864304	-50.1287575	-63.2220955
19.4899998	-50.1333694	-63.4892197
19.6931477	-50.1368141	-63.6887283
19.8961849	-50.1399117	-63.8682213
20.0966663	-50.13657	-63.6744843
20.2970657	-50.1330948	-63.4731827
20.4974995	-50.1297646	-63.280426
20.6984196	-50.1276855	-63.1599236
20.900919	-50.1294289	-63.2608871
21.1080627	-50.1421661	-63.9988747
21.311348	-50.1455917	-64.1972275
21.508728	-50.1351929	-63.5948792
21.7067604	-50.1264877	-63.0907249
21.9031868	-50.1142693	-62.3829918
22.109436	-50.1245384	-62.9777641
22.7264824	-50.1505127	-64.4821014
22.9202995	-50.1329079	-63.4626579
23.1268749	-50.14328	-64.0632858
23.3280277	-50.1418114	-63.9782448
23.5237217	-50.128746	-63.2212791
23.7329178	-50.1444168	-64.1289825
23.9338226	-50.1424599	-64.0157013
24.1298275	-50.1303558	-63.3148041
24.3269444	-50.1207466	-62.7579994
24.5352154	-50.1340828	-63.5305405
24.7382717	-50.1366348	-63.678196
24.9392433	-50.1349487	-63.58078
25.1397514	-50.1323738	-63.4313736
26.3488312	-50.1292038	-63.2480659
27.1602936	-50.1372414	-63.7134323
27.3616428	-50.1363907	-63.6644173
